current,temperature,vibration,rpm,fault_type
4.815750068999254,42.48651556752208,0.8859885813423413,1489.8911074970777,NORMAL
4.961937532768402,49.87114602187239,6.491439119710272,1396.7608041121123,BEARING_FAULT
5.078891490083271,44.31844630657555,0.8885746791753795,1447.0564679439444,NORMAL
5.128364510399019,52.557676612167995,6.368377602588838,1334.12116183321,BEARING_FAULT
5.402934961131443,94.61161692824308,0.8566996800370434,1461.9249296247265,MOTOR_OVERHEAT
4.234588205997247,44.212457205184364,0.8973541327803859,1534.3618423271093,NORMAL
11.252308710666885,52.91301071366897,1.1184560566583255,1442.0256774442441,MOTOR_OVERLOAD
4.204164369356262,43.04369012752431,1.2938756023467919,1497.5393728158144,NORMAL
5.385996076813426,40.08800047671001,0.9459078931451398,1447.9288105034595,NORMAL
5.227568020619098,43.36140428652799,0.705427046214759,1512.0445266840277,NORMAL
5.354119313980287,54.113370305209926,4.42718361994886,1363.876135587044,BEARING_FAULT
5.06996578514964,57.45882351903401,4.005979189385221,1464.0397886259043,BEARING_FAULT
11.141480234571645,67.51156728511172,1.0941604642863405,1528.7331975062066,MOTOR_OVERLOAD
11.360632031192136,62.33957835894262,1.4804917542087332,1358.9202999041554,MOTOR_OVERLOAD
4.986986364800122,53.07250990264351,4.88714691541911,1627.2222840887878,BEARING_FAULT
6.1240466689042865,51.60222882392419,3.607489230774036,1743.6546013520856,BEARING_FAULT
11.576500938970112,59.37381961398634,0.7194186702506912,1448.2348817006339,MOTOR_OVERLOAD
4.755753058189805,49.5001756868321,0.8700302030130936,1487.87193533158,NORMAL
4.231358475892501,46.51188399197879,0.5175442566365376,1484.9362110790605,NORMAL
4.885609365496904,42.75698334364902,1.3773336852608329,1487.4738424436687,NORMAL
11.467114021176014,63.751067522680636,1.243007030245358,1339.8132130026545,MOTOR_OVERLOAD
11.413208916451676,56.031143007120036,2.097097120334128,1402.1307344380987,MOTOR_OVERLOAD
5.243969796366631,50.18043640947225,6.845879509977154,1233.4342165901794,BEARING_FAULT
11.402538482027785,58.12184803936243,1.9461721092714384,1375.8469428466467,MOTOR_OVERLOAD
7.35582979810599,79.64351568788385,1.2856179243899983,1589.4990949730093,MOTOR_OVERHEAT
4.970768958841929,42.30315015310197,0.911695682941825,1486.2862138836065,NORMAL
4.929009936649917,32.777079751160514,4.783550638316009,1329.1477842613706,BEARING_FAULT
4.999723365782783,49.33209035012977,4.806984228071089,1666.1630845568993,BEARING_FAULT
6.289944227001801,79.30192793584878,1.170988662274693,1387.8055692586147,MOTOR_OVERHEAT
12.471609198037749,50.46603876222657,1.6706240276868234,1375.5191901522553,MOTOR_OVERLOAD
6.060276998516761,89.02267488336939,1.1156375951082051,1547.9576394215806,MOTOR_OVERHEAT
11.595851079468488,58.29354894808094,1.2879906208766114,1298.9860390385343,MOTOR_OVERLOAD
